제목,가사,장르
매운사랑,"매운 사랑 속 쓰렸어요
무심히 얕본 까닭에
누가 누가 달다고했나
맵고짜고 정말 헷갈리네
내 가슴속에 단한사람
품은게 잘못인가요
아리지도 않은 사랑
쓰리지도 않은 사랑
그런 사랑 난 원했지만
매운맛 사랑에 내가 또 운다
매운 사랑 속 쓰렸어요
무심히 얕본 까닭에
누가 누가 달다고했나
맵고짜고 정말 헷갈리네
내 가슴속에 단한사람
품은게 잘못인가요
아리지도 않은 사랑
쓰리지도 않은 사랑
그런 사랑 난 원했지만
매운맛 사랑에 내가 또 운다
아리지도 않은 사랑
쓰리지도 않은 사랑
그런 사랑 난 원했지만
매운맛 사랑에 내가 또 운다
매운맛 사랑에 내가 또 운다",트로트
보고싶다 사랑아,"보고 싶다 보고 싶다 사람아
두 눈가에 눈물 맺혀 흐른다
얼마큼의 시간들을 견뎌야
나 그대 체온 느낄 수 있을까
남겨 두고 간 스카프
진한 살 내음 맡으며
오늘도 외로움 견딥니다
휴대폰 속에 남겨진
그대 목소리 들으며
그리운 이 가슴을 달랬어요
내 사랑아 보고 싶은 사람아
지금도 여전히 나를 추억하니
날 추억한다면 다시 내게 돌아와
지친 이 가슴을 꼭 안아주렴
남겨 두고 간 스카프
진한 살 내음 맡으며
오늘도 외로움 견딥니다
휴대폰 속에 남겨진
그대 목소리 들으며
그리운 이 가슴을 달랬어요
내 사랑아 보고싶은 사람아
지금도 여전히 나를 추억하니
날 추억한다면 다시 내게 돌아와
지친 이 가슴을 꼭 안아주렴
지친 이 가슴을 꼭 안아주렴",트로트
잊을 건 잊어야지,"잊을건 잊어야지
잊을건 잊어야지
매달려도 소용없고
애원해도 소용없더라
처음부터 지키지 못할
그 약속은 왜 해놓고
잊을건 잊어야지
잊을건 잊어야지
어차피 떠날갈 사람
미련없이 잊어야지
잊을건 잊어야지
잊을건 잊어야지
사랑할때 했던 약속은
모두가 거짓말이야
한번준 정이기에
미련이야 남겠지만
잊을건 잊어야지
잊을건 잊어야지
어차피 떠날갈 사람
미련없이 잊어야지
잊을건 잊어야지
잊을건 잊어야지
어차피 떠날갈 사람
미련없이 가거라",트로트
야야야,"야 야야야야 다 같이
야 야야야야 더 크게
야 야야야야 신나게
한 잔 술에 취한 몸이
두 잔 술에 호프집으로
오늘밤은 왠지
나도 한 번 취하고 싶어
소주에는 짬뽕
생맥주에는 노가리
이왕이면 닭다리 잡고
뜯어 뜯어
밤하늘에 별들처럼
모여 사는 도시 밤거리
네온싸인 불빛 아래서
너를 너를 사랑해
너의 맘 불지를 거야
진짜 진짜 진짜
뜨겁게 달궈줄 거야
나를 나를 믿어봐
진짜 진짜 믿어봐
당신 맘을 확실히 불지를 거야
야 야야야야 다 같이
야 야야야야 더 크게
야 야야야야 신나게
잘난 사람 못난 사람
너도 나도 사연은 많아
인생살이가 노래가사 같더냐
요번에는 진짜냐
다음번에 진짜냐
이왕이면 똘똘 뭉쳐줄 사람
반달 같은 그 눈썹에
앵두 같은 너의 입술
오색등불 조명 아래서
너를 너를 좋아해
너의 맘 불지를 거야
진짜 진짜 진짜
뜨겁게 달궈줄 거야
나를 나를 믿어봐
진짜 진짜 믿어봐
당신 맘을 확실히 불지를 거야
야 야야야야 다 같이
야 야야야야 더 크게
야 야야야야 신나게",트로트
최고다 당신,"첫번째도 당신
두번째도 당신
당신이 최고랍니다
남자는 남자는요
너무나도 바보랍니다
당신이 없으면 당신이 없으면
아무것도 못한답니다
좋아하냐고 물어보지 마세요
쑥쓰러워 말 못합니다
잘나고 못나고 있고 없고
사랑하면 그만이지
첫번째도 당신 첫번째도 당신
두번째도 당신 두번째도 당신
아아 나에게는 당신 뿐이랍니다
당신이 최고랍니다
여자는 여자는요
너무나도 바보랍니다
사랑한다고 말 안해 주면
아무것도 모른답니다
좋아하냐고 물어보지 마세요
부끄러워 말 못합니다
잘나고 못나고 있고 없고
중요하지 않아요
첫번째도 당신 첫번째도 당신
두번째도 당신 두번째도 당신
아아 나에게는 당신이 최고랍니다
당신이 최고랍니다",트로트
여자는 눈물인가봐,"왜 나는 당신만을
후회 없이 사랑했는지
당신은 나에게 사랑을 주고서
눈물을 보고 싶나요
울리지 말아요 울리지 말아요
바보처럼 울리지 말아요
그래도 간다면 그래도 간다면
잘 가세요 잘 가세요
여자는 눈물인가 봐
왜 나는 당신만을
미련 없이 사랑했는지
당신은 나에게 당신은 나에게
과거를 주고 싶나요
울리지 말아요 울리지 말아요
당신 여자 울리지 말아요
울리고 간다면 그래도 간다면
잘 가세요 잘 가세요
여자는 눈물인가 봐",트로트
원점,"서로 만나 둘이 새긴 숱한 이야기
원점으로 돌아가서
남남이 될줄이야
기나긴 세월속에 꿈 같은 사랑은
눈물속에 아롱져 잊을 수 없다
사랑이여 사랑이여
다시 한번 돌아오라
서로 만나 둘이 새긴 숱한 꿈조각
원점으로 돌아가서
남남이 될줄이야
지나온 추억 속에 당신의 얼굴은
눈물속에 아롱져 잊을 수 없다
눈물이여 눈물이여
이제는 안녕이여",트로트
백년길,"이별이 웬 말이냐
흘러가는 인생길
아까운 내 청춘의 황혼이 미워
세월아 가지마라 아 아
못다쓴 그 인정이 마음 아프다
이별이 웬 말이냐
흘러가는 인생길
나그네 가는 길은 친구가 아니냐
세월아 가지마라 아 아
백년길 가는 길에 울리지 마라
이별이 웬 말이냐
흘러가는 인생길
아까운 내 청춘의 황혼이 미워
세월아 가지마라 아 아
백년길 가는 길에 울리지 마라",트로트
내 동생,"세상에 하나뿐인 내 동생
가슴을 파고드는 내 동생
처음 만난 순간부터
내 맘을 뺏어갔어
볼수록 매력 있는 내 동생
때론 오빠 같은 내 동생
곁에 있는 순간부터
나는 행복했어
이젠 외롭지 않아
이젠 슬프지 않아
나 믿고 의지할 동생이 있으니
날 위해 울어 줄 거고
날 위해 웃어 줄 테니
살아야 할 남은 인생
행복은 이제부터야
세상에 둘도 없는 내 동생
사랑에 빠져드는 내 동생
처음 만난 순간부터
내 맘을 뺏어갔어
볼수록 매력 있는 내 동생
때론 오빠 같은 내 동생
함께 하는 순간부터
나는 행복했어
이젠 외롭지 않아
이젠 두렵지 않아
나 믿고 의지할 동생이 있으니
날 위해 울어 줄 거고
날 위해 웃어 줄 테니
살아야 할 남은 인생
사랑은 이제부터야
행복은 이제부터야",트로트
강진애,"백련사 동백꽃이 흐드러지게 피었네
길위에 떨어진 동백 꽃잎은 외로움의 눈물이었나
사랑을 맹세하며 함께걷던 이길에
무심한 산새소리만
아 아 아 님은떠나고 동백꽃만 붉게피었네

둘이서 함께걷던 가우도 출렁다리
저멀리 고금대교 불빛들은 그리움의 눈물이였나
영원을 다짐했던 까막섬의 숲길에
애닯은 파도소리만
아 아 아 돌아와주오 내사랑 강진 강진애

사랑을 맹세하며 함께걷던 이길에
무심한 산새소리만
아 아 아 돌아와주오 내사랑 강진 강진애",트로트
백마강,"백마강의 고요한 달밤아
고란사의 종소리가 들리어 오면
구곡간장 찢어지는
백제꿈이 그립구나
아 달빛 어린 낙화암의
그늘 속에서 불러보자
삼천궁녀를
백마강의 고요한 달밤아
철갑옷에 맺은 이별 목메어 울면
계백장군 삼척임은
임 사랑도 끊었구나
아 오천결사 피를 흘린
황산벌에서 불러보자
삼천궁녀를",트로트
그때 그 사람,"비가 오면 생각나는 그 사람
언제나 말이 없던 그 사람
사랑의 괴로움을 몰래 감추고
떠난 사람 못 잊어서 울던 그 사람
그 어느 날 차 안에서 내게 물었지
세상에서 제일 슬픈 게 뭐냐고
사랑보다 더 슬픈 건 정이라며
고개를 떨구던 그때 그 사람
외로운 병실에서 기타를 쳐주고
위로하며 다정했던 사랑한 사람
안녕이란 단 한마디 말도 없이
지금은 어디에서 행복할까
어쩌다 한 번쯤은 생각해줄까
지금도 보고 싶은 그때 그 사람
외로운 내 가슴에 살며시 다가와서
언제라도 감싸주던 다정했던 사람
그러니까 미워하면 안 되겠지
다시는 생각해서도 안 되겠지
철없이 사랑인 줄 알았었네
이제는 잊어야 할 그때 그 사람
철없이 사랑인 줄 알았었네
이제는 잊어야 할 그때 그 사람",트로트
오늘 같은 밤이면,"얼마나 그댈 그리워하는지 몰라
더 이상 외로움 난 견딜 수 없고
언제나 어두운 밤이 찾아올 때면
살며시 그대 이름 부르곤 했어
눈감으면 그대 곁에 있는 것 같아
하지만 그대 숨결 느낄 수 없고
무겁게 나를 누르는 이 빈 공간은
끝없는 방황으로 나를 이끄네
기나긴 기다림 속에 지쳐도
그대 외롭다고 눈물짓지 마
언젠가 그대의 두 손을 잡고서
함께 걸어갈 테야
오늘 같은 밤이면 그대를
나의 품에 가득 안고서
멈춰진 시간 속에 그대와
영원토록 머물고 싶어
기나긴 기다림 속에 지쳐도
그대 외롭다고 눈물짓지 마
언젠가 그대의 두 손을 잡고서
함께 걸어갈 테야
오늘 같은 밤이면 그대를
나의 품에 가득 안고서
멈춰진 시간 속에 그대와
영원토록 머물고 싶어
오늘 같은 밤이면 그대를
나의 품에 가득 안고서
멈춰진 시간 속에 그대와
영원토록 머물고 싶어",트로트
연극이 끝난 후 (1980년 MBC 대학가요제 은상),"연극이 끝나고 난 뒤
혼자서 객석에 남아
조명이 꺼진 무대를 본 적이 있나요
음악소리도 분주히 돌아가던 세트도
이젠 다 멈춘 채 무대위엔
정적만이 남아있죠
어둠만이 흐르고있죠
배우는 무대 옷을 입고
노래하며 춤추고
불빛은 배우를 따라서
바삐 돌아가지만
끝나면 모두들 떠나버리고
무대위엔 정적만이 남아있죠
고독만이 흐르고있죠
연극이 끝나고 난 뒤
혼자서 무대에 남아
아무도 없는 객석을
본 적이 있나요
힘찬 박수도 뜨겁던 관객의 찬사도
이젠 다 사라져
객석에는 정적만이 남아있죠
침묵만이 흐르고 있죠
관객은 열띤 연기를 보고
때론 울고 웃으며
자신이 주인공이 된 듯
착각도 하지만
끝나면 모두들 떠나버리고
객석에는 정적만이 남아있죠
고독만이 흐르고 있죠
정적만이 남아있죠
고독만이 흐르고 있죠",트로트
육군가,"백두산 정기뻗은 삼천리 강산
무궁화 대한은 아세아의 빛
화랑의 핏줄타고 자라난 남아
그 이름은 용감하다 대한 육군
앞으로 앞으로 용진 또 용진
우리는 삼천만 민족의 방패
앞으로 앞으로 용진 또 용진
우리는 삼천만 민족의 방패
높은 산 거친 골짝 깊은 강물도
우리 용사 앞에는 거칠 것 없네
대한 육군 진격에 적이 있느냐
백천만 대군도 초로 갇도다
앞으로 앞으로 용진 또 용진
우리는 삼천만 민족의 방패
앞으로 앞으로 용진 또 용진
우리는 삼천만 민족의 방패
자유평화 정의는 우리의 정신
불의를 무찌르자 온 땅 끝까지
무쇠같이 튼튼한 넋과 사지는
대지를 뒤집고도 힘이 남는다
앞으로 앞으로 용진 또 용진
우리는 삼천만 민족의 방패
앞으로 앞으로 용진 또 용진
우리는 삼천만 민족의 방패",트로트
식사하셨어요,"식사하셨어요
꼭 챙겨 드세요
우리 밥심으로 내일 또 힘내야죠
식사하셨어요
꼭 챙겨 드세요
삶이 힘들어도 속은 든든해야죠
어깨가 축 쳐져 있네요
일이 쉽게 풀리지가 않나요
근심이 가득한가요
고개를 들어 하늘 한번 보세요
세상살이 푸짐하지 않지만
집 밥처럼 따뜻하게 살아요
식사하셨어요
꼭 챙겨 드세요
우리 밥심으로 내일 또 힘내야죠
식사하셨어요
꼭 챙겨 드세요
삶이 힘들어도 속은 든든해야죠
요즘은 어떠신가요
혹시 미소 잃으신 건 아니죠
일상에 매번 치여도
몸이 가장 중요한 건 아시죠
살다 보면 우여곡절 많아요
희로애락 즐기면서 살아요
식사 하셨어요
꼭 챙겨 드세요
우리 밥심으로 내일 또 힘내야죠
식사 하셨어요
꼭 챙겨 드세요
삶이 힘들어도 속은 든든해야죠
식사 하셨어요
꼭 챙겨 드세요
우리 밥심으로 내일 또 힘내야죠
식사 하셨어요
꼭 챙겨 드세요
삶이 힘들어도 속은 든든해야죠
삶이 힘들어도 속은 든든해야죠",트로트
삼각관계,"누군가 한사람이 울어야 하는
사랑의 삼각형을 만들어 놓고
기로에선 세사람 세사람
사랑을 고집하면 친구가 울고
우정을 따르자니 내가 우네
사랑이 우네
하필이면 왜 내가 너를
하필이면 왜 내가 너를
사랑했나 우는 세 사람
누군가 한사람이 울어야 하는
사랑의 삼각형을 만들어 놓고
기로에선 세사람 세사람
사랑을 고집하면 친구가 울고
우정을 따르자니 내가 우네
사랑이 우네
하필이면 왜 내가 너를
하필이면 왜 내가 너를
사랑했나 우는 세 사람
사랑했나 우는 세사람",트로트
향수,"넓은 벌 동쪽 끝으로
옛 이야기 지줄대는
실개천이 휘돌아 나가고
얼룩배기 황소가
해설피 금빛 게으른 울음을 우는 곳
그 곳이 차마 꿈엔들 잊힐리야
질화로에 재가 식어지면
비인 밭에 밤바람 소리 말을 달리고
엷은 졸음에 겨운 늙으신 아버지가
짚베개를 돗아 고이시는 곳
그 곳이 차마 꿈엔들 잊힐리야
흙에서 자란 내 마음
파란 하늘빛이 그리워
함부로 쏜 화살을 찾으려
풀섶 이슬에 함초롬 휘적시던 곳
그 곳이 차마 꿈엔들 잊힐리야
전설 바다에 춤추는 밤물결 같은
검은 귀밑머리 날리는 어린 누이와
아무렇지도 않고 예쁠 것도 없는
사철 발 벗은 아내가 따가운 햇살을
등에 지고 이삭 줍던 곳
그 곳이 차마 꿈엔들 잊힐리야
하늘에는 성근 별
알 수도 없는
모래성으로 발을 옮기고
서리 까마귀 우지짖고 지나가는
초라한 지붕 흐릿한 불빛에
돌아앉아 도란도란거리는 곳
그 곳이 차마 꿈엔들
꿈엔들 잊힐리야",트로트
